ScaffoldNum	StartPos	EndPos	TRNum	TRSize	CopyNum	TRLength
scaffold7653	129605	129780	PY_TR0000522	39	4,5	175
scaffold7653	133228	134291	PY_TR0000523	32	33,3	1063
scaffold7653	139701	139731	PY_TR0000524	14	2,2	30
scaffold7653	142420	143993	PY_TR0000525	21	75	1573
scaffold7653	149878	149959	PY_TR0000526	26	3,2	81
scaffold7653	149868	149977	PY_TR0000527	52	2,1	109
scaffold7653	149894	149976	PY_TR0000528	26	3,2	82
scaffold7653	150025	150317	PY_TR0000529	51	5,7	292
scaffold7653	150052	150189	PY_TR0000530	26	5,4	137
scaffold7653	149980	150335	PY_TR0000531	153	2,3	355
scaffold7653	150409	150551	PY_TR0000532	25	5,2	142
scaffold7653	150434	150535	PY_TR0000533	31	3,5	101
scaffold7653	150286	152044	PY_TR0000534	56	31,5	1758
scaffold7653	151023	151109	PY_TR0000535	25	3,2	86
scaffold7653	151104	151196	PY_TR0000536	31	3,2	92
scaffold7653	151528	151667	PY_TR0000537	30	5,1	139
scaffold7653	151753	151950	PY_TR0000538	26	7,2	197
scaffold7653	151817	151961	PY_TR0000539	30	5,3	144
scaffold7653	156186	164644	PY_TR0000540	30	280,9	8458
scaffold7653	159170	159223	PY_TR0000541	17	3,4	53
scaffold7653	159228	159336	PY_TR0000542	36	3	108
scaffold7653	159448	159520	PY_TR0000543	36	2	72
scaffold7653	159693	159776	PY_TR0000544	42	2	83
scaffold7653	159608	159866	PY_TR0000545	132	2	258
scaffold7653	159633	159836	PY_TR0000546	102	2	203
scaffold7653	160207	160394	PY_TR0000547	101	1,9	187
scaffold7653	160560	160653	PY_TR0000548	49	1,9	93
scaffold7653	160496	160710	PY_TR0000549	109	1,9	214
scaffold7653	164385	164458	PY_TR0000550	37	2	73
scaffold7653	164656	164751	PY_TR0000551	30	3,2	95
scaffold7653	165816	166132	PY_TR0000552	22	14,4	316
scaffold7653	167620	167847	PY_TR0000553	53	4,3	227
scaffold7653	167856	168349	PY_TR0000556	159	3,1	493
scaffold7653	168358	169500	PY_TR0000557	53	21,2	1142
scaffold7653	168284	168427	PY_TR0000558	78	1,8	143
scaffold7653	168227	168480	PY_TR0000559	131	1,9	253
scaffold7653	168174	168530	PY_TR0000560	184	1,9	356
scaffold7653	168121	168574	PY_TR0000561	237	1,9	453
scaffold7653	168679	168822	PY_TR0000562	78	1,8	143
scaffold7653	168623	168875	PY_TR0000563	131	1,9	252
scaffold7653	168570	168927	PY_TR0000564	184	2	357
scaffold7653	168517	168979	PY_TR0000565	236	2	462
scaffold7653	168753	169500	PY_TR0000566	159	4,7	747
scaffold7653	171876	171917	PY_TR0000567	15	2,8	41
scaffold7653	175952	176054	PY_TR0000568	27	3,9	102
scaffold7653	176777	177630	PY_TR0000570	186	4,6	853
scaffold7653	178065	179181	PY_TR0000572	98	11,4	1116
scaffold7653	178078	179000	PY_TR0000574	79	11,7	922
scaffold7653	179243	179277	PY_TR0000575	17	2,1	34
scaffold7653	179263	179631	PY_TR0000576	20	18,5	368
scaffold7654	6	182	PY_TR0000579	30	5,9	176
scaffold7655	2301	2629	PY_TR0000581	26	12,7	328
scaffold7655	2301	2629	PY_TR0000581	26	12,7	328
scaffold7655	2336	2629	PY_TR0000582	78	3,8	293
scaffold7655	3716	3765	PY_TR0000583	26	2	49
scaffold7655	4030	4189	PY_TR0000584	30	5,3	159
scaffold7655	5230	8864	PY_TR0000585	33	109,8	3634
scaffold7655	6108	6162	PY_TR0000586	16	3,4	54
scaffold7655	7433	7822	PY_TR0000587	16	23,8	389
scaffold7655	7419	7506	PY_TR0000588	17	5,3	87
scaffold7655	7681	7801	PY_TR0000589	17	7,3	120
scaffold7655	7970	8048	PY_TR0000590	16	4,8	78
scaffold7655	7977	8031	PY_TR0000591	17	3,3	54
scaffold7655	9898	9975	PY_TR0000592	33	2,4	77
scaffold7655	10724	14826	PY_TR0000593	24	171	4102
scaffold7655	15114	15453	PY_TR0000594	42	8,1	339
scaffold7655	16742	16789	PY_TR0000595	23	2,1	47
scaffold7655	16701	16830	PY_TR0000596	64	2	129
scaffold7655	16584	16766	PY_TR0000597	41	4,5	182
scaffold7655	16660	16865	PY_TR0000598	105	2	205
scaffold7655	16619	16912	PY_TR0000599	146	2	293
scaffold7655	16584	16953	PY_TR0000600	187	2	369
scaffold7655	16765	17005	PY_TR0000601	41	5,9	240
scaffold7655	19395	19518	PY_TR0000603	63	2	123
scaffold7655	19757	19966	PY_TR0000604	98	2,1	209
scaffold7655	19900	20114	PY_TR0000605	74	2,9	214
scaffold7655	20048	20267	PY_TR0000606	98	2,2	219
scaffold7655	20550	21168	PY_TR0000607	98	6,3	618
scaffold7655	21355	22087	PY_TR0000608	26	28,2	732
scaffold7655	26793	26818	PY_TR0000609	9	2,9	25
scaffold7655	26809	27276	PY_TR0000610	94	5,4	467
scaffold7655	26933	27323	PY_TR0000611	47	8,4	390
scaffold7655	26932	27316	PY_TR0000612	185	2,1	384
scaffold7655	27257	27440	PY_TR0000613	75	2,3	183
scaffold7655	29995	30043	PY_TR0000614	24	2	48
scaffold7655	34994	35249	PY_TR0000615	30	8,6	255
scaffold7655	38539	38740	PY_TR0000617	79	2,5	201
scaffold7655	38902	39219	PY_TR0000618	170	1,9	317
scaffold7655	39360	39508	PY_TR0000619	78	1,9	148
scaffold7655	39501	39526	PY_TR0000620	9	2,9	25
scaffold7655	40421	40492	PY_TR0000621	34	2,2	71
scaffold7655	42372	42438	PY_TR0000622	24	2,9	66
scaffold7655	42649	42695	PY_TR0000623	18	2,6	46
scaffold7655	42707	42755	PY_TR0000624	23	2,1	48
scaffold7655	42700	42793	PY_TR0000625	18	5	93
scaffold7655	42845	43831	PY_TR0000626	18	58,2	986
scaffold7655	43012	43672	PY_TR0000627	8	77,6	660
scaffold7655	43001	43724	PY_TR0000628	26	28,8	723
scaffold7655	42996	43702	PY_TR0000629	44	15,9	706
scaffold7655	47565	47855	PY_TR0000630	18	16,3	290
scaffold7655	47681	47761	PY_TR0000631	8	9,5	80
scaffold7655	47611	47852	PY_TR0000632	26	9,1	241
scaffold7655	48024	48114	PY_TR0000633	18	5,1	90
scaffold7655	53119	53183	PY_TR0000634	32	2	64
scaffold7655	53729	54687	PY_TR0000637	183	5,2	958
scaffold7655	55067	55311	PY_TR0000638	37	6,6	244
scaffold7655	57118	57288	PY_TR0000639	37	4,6	170
scaffold7655	59039	59092	PY_TR0000640	25	2,2	53
scaffold7655	59062	59148	PY_TR0000641	16	5,5	86
scaffold7655	64056	64914	PY_TR0000642	429	2	858
scaffold7655	65533	65595	PY_TR0000643	33	1,9	62
scaffold7655	66312	66349	PY_TR0000644	18	2,1	37
scaffold7655	66315	66357	PY_TR0000645	18	2,4	42
scaffold7655	66348	66480	PY_TR0000647	36	3,7	132
scaffold7655	66326	66447	PY_TR0000648	54	2,3	121
scaffold7655	68593	68787	PY_TR0000649	98	2	194
scaffold7655	70733	70760	PY_TR0000650	1	28	27
scaffold7655	72145	72447	PY_TR0000651	16	20,7	302
scaffold7655	72160	72478	PY_TR0000652	41	7,8	318
scaffold7655	72397	72472	PY_TR0000653	25	3	75
scaffold7655	76472	76554	PY_TR0000654	17	5	82
scaffold7655	76688	77237	PY_TR0000656	26	21,2	549
scaffold7655	82109	82728	PY_TR0000657	21	29,8	619
scaffold7655	83517	83700	PY_TR0000658	21	8,8	183
scaffold7655	83693	83731	PY_TR0000659	20	1,9	38
scaffold7655	87433	87781	PY_TR0000660	43	8,1	348
scaffold7655	92817	92893	PY_TR0000661	4	19,8	76
scaffold7655	97046	97901	PY_TR0000662	61	14,2	855
scaffold7655	98398	98440	PY_TR0000663	11	3,9	42
scaffold7655	99467	99514	PY_TR0000664	25	1,9	47
scaffold7655	101503	101663	PY_TR0000665	41	3,9	160
scaffold7655	110154	110193	PY_TR0000666	20	2	39
scaffold7655	110177	110214	PY_TR0000667	17	2,2	37
scaffold7655	110157	110204	PY_TR0000668	23	2,1	47
scaffold7655	110164	110211	PY_TR0000669	13	3,5	47
scaffold7655	118362	118513	PY_TR0000670	50	3	151
scaffold7655	118587	118613	PY_TR0000671	12	2,2	26
scaffold7655	119275	119301	PY_TR0000672	5	5,4	26
scaffold7655	120765	120837	PY_TR0000673	32	2,3	72
scaffold7655	123778	123858	PY_TR0000674	27	3	80
scaffold7655	126611	126902	PY_TR0000675	34	8,3	291
scaffold7655	126724	126882	PY_TR0000676	16	9,3	158
scaffold7655	127027	127052	PY_TR0000677	1	26	25
scaffold7655	129706	130500	PY_TR0000678	44	17,9	794
scaffold7655	129773	129841	PY_TR0000679	21	3,2	68
scaffold7655	130740	130966	PY_TR0000680	3	76	226
scaffold7655	133780	133881	PY_TR0000681	29	3,5	101
scaffold7655	133922	134694	PY_TR0000682	30	27	772
scaffold7655	133992	134774	PY_TR0000683	141	5,6	782
scaffold7655	134511	134667	PY_TR0000684	81	1,9	156
scaffold7655	134646	134739	PY_TR0000685	45	2,1	93
scaffold7655	134691	134774	PY_TR0000686	30	2,8	83
scaffold7655	134616	134769	PY_TR0000687	75	2,1	153
scaffold7655	135343	135476	PY_TR0000688	72	1,9	133
scaffold7655	135442	135512	PY_TR0000689	36	2	70
scaffold7655	136317	136776	PY_TR0000691	90	5,1	459
scaffold7655	142172	142257	PY_TR0000693	10	8,6	85
scaffold7655	143125	143152	PY_TR0000694	1	28	27
scaffold7655	146643	146810	PY_TR0000695	3	57	167
scaffold7655	146815	146864	PY_TR0000696	3	16,7	49
scaffold7655	146818	146873	PY_TR0000697	12	4,7	55
scaffold7655	146670	146896	PY_TR0000698	9	25,7	226
scaffold7656	449	538	PY_TR0000700	45	2	89
scaffold7656	449	538	PY_TR0000700	45	2	89
scaffold7656	544	663	PY_TR0000702	36	3,3	119
scaffold7656	5582	6170	PY_TR0000703	295	2	588
scaffold7657	1	291	PY_TR0000705	55	5,3	290
scaffold7657	1	690	PY_TR0000706	165	4,3	689
scaffold7657	252	331	PY_TR0000707	40	2	79
scaffold7657	292	690	PY_TR0000708	55	7,3	398
scaffold7657	198	384	PY_TR0000709	95	2	186
scaffold7657	303	392	PY_TR0000710	26	3,3	89
scaffold7657	1	690	PY_TR0000711	315	2,1	689
scaffold7657	604	690	PY_TR0000712	29	3,1	86
scaffold7657	2921	3357	PY_TR0000713	55	7,9	436
scaffold7657	9029	9056	PY_TR0000714	13	2,2	27
scaffold7657	12217	12635	PY_TR0000715	164	2,6	418
scaffold7657	12711	12794	PY_TR0000716	30	2,8	83
scaffold7657	12732	12982	PY_TR0000717	73	3,4	250
scaffold7657	12636	12862	PY_TR0000718	103	2,2	226
scaffold7657	12877	12937	PY_TR0000719	30	2	60
scaffold7657	12879	13098	PY_TR0000720	120	1,8	219
scaffold7657	12818	13175	PY_TR0000721	193	1,9	357
scaffold7657	13143	13203	PY_TR0000722	30	2	60
scaffold7657	12745	13244	PY_TR0000723	266	1,9	499
scaffold7657	13295	13352	PY_TR0000724	30	1,9	57
scaffold7657	13252	13611	PY_TR0000725	116	3,2	359
scaffold7657	13315	13434	PY_TR0000726	43	2,8	119
scaffold7657	13478	13568	PY_TR0000727	30	3	90
scaffold7657	13540	13693	PY_TR0000728	38	4,1	153
scaffold7657	13577	13647	PY_TR0000729	30	2,4	70
scaffold7657	13418	13634	PY_TR0000730	103	2,1	216
scaffold7657	13011	13683	PY_TR0000731	73	9,3	672
scaffold7657	13798	14032	PY_TR0000733	30	8,4	234
scaffold7657	13919	14034	PY_TR0000734	30	3,9	115
scaffold7657	13846	13983	PY_TR0000735	73	1,9	137
scaffold7657	13816	14002	PY_TR0000736	103	1,8	186
scaffold7657	13799	14164	PY_TR0000737	133	2,7	365
scaffold7657	14093	14163	PY_TR0000738	30	2,4	70
scaffold7657	14314	14486	PY_TR0000739	30	5,8	172
scaffold7657	14041	14693	PY_TR0000740	291	2,2	652
scaffold7657	14605	14693	PY_TR0000741	30	3	88
scaffold7657	14734	14849	PY_TR0000742	30	3,9	115
scaffold7657	14772	15002	PY_TR0000743	78	3	230
scaffold7657	14856	14936	PY_TR0000744	30	2,7	80
scaffold7657	14699	15142	PY_TR0000745	103	4,3	443
scaffold7657	14946	15039	PY_TR0000746	30	3,3	93
scaffold7657	14959	15172	PY_TR0000747	30	6,7	213
scaffold7657	15356	15446	PY_TR0000748	30	3	90
scaffold7657	15295	15491	PY_TR0000749	103	1,9	196
scaffold7657	14987	15678	PY_TR0000750	292	2,3	691
scaffold7657	15615	15763	PY_TR0000751	43	3,5	148
scaffold7657	15733	15793	PY_TR0000752	30	2	60
scaffold7657	15687	16109	PY_TR0000753	73	5,5	422
scaffold7657	15806	15866	PY_TR0000754	30	2	60
scaffold7657	15889	16033	PY_TR0000755	30	4,7	144
scaffold7657	15819	16990	PY_TR0000756	137	8,3	1171
scaffold7657	16069	16465	PY_TR0000757	30	12,4	396
scaffold7657	16081	18847	PY_TR0000758	90	27,7	2766
scaffold7657	16183	16466	PY_TR0000759	60	4,5	283
scaffold7657	16475	16539	PY_TR0000760	30	2,2	64
scaffold7657	16402	16616	PY_TR0000761	73	2,9	214
scaffold7657	16549	16676	PY_TR0000762	30	4,1	127
scaffold7657	16655	16755	PY_TR0000763	43	2,3	100
scaffold7657	16762	16856	PY_TR0000764	30	3,2	94
scaffold7657	16269	16856	PY_TR0000765	210	2,8	587
scaffold7657	16892	17023	PY_TR0000766	30	4,4	131
scaffold7657	16922	17400	PY_TR0000767	137	3,5	478
scaffold7657	17033	17160	PY_TR0000768	30	4,1	127
scaffold7657	16475	17294	PY_TR0000769	304	2,7	819
scaffold7657	17196	17297	PY_TR0000770	30	3,4	101
scaffold7657	16732	17702	PY_TR0000771	304	3,1	970
scaffold7657	17310	17400	PY_TR0000772	30	3	90
scaffold7657	17366	17578	PY_TR0000773	45	4,8	212
scaffold7657	17542	17636	PY_TR0000775	30	3,2	94
scaffold7657	17645	17711	PY_TR0000776	30	2,2	66
scaffold7657	17454	17784	PY_TR0000777	75	4,5	330
scaffold7657	17720	17802	PY_TR0000778	30	2,8	82
scaffold7657	17454	17784	PY_TR0000779	148	2,2	330
scaffold7657	17780	17901	PY_TR0000780	43	2,8	121
scaffold7657	17867	18847	PY_TR0000781	30	31,5	980
scaffold7657	17572	17911	PY_TR0000782	73	4,6	339
scaffold7657	17999	18174	PY_TR0000783	73	2,4	175
scaffold7657	18052	18139	PY_TR0000784	43	2	87
scaffold7657	18082	18109	PY_TR0000785	13	2,2	27
scaffold7657	18735	18784	PY_TR0000786	15	3,3	49
scaffold7657	19633	20526	PY_TR0000787	121	7,3	893
scaffold7657	20043	20551	PY_TR0000788	258	2	508
scaffold7657	21652	24372	PY_TR0000789	39	69,5	2720
scaffold7657	26568	26975	PY_TR0000790	39	10,5	407
scaffold7657	29954	30505	PY_TR0000791	276	2	551
scaffold7657	33162	33683	PY_TR0000792	158	3,3	521
scaffold7657	40061	41994	PY_TR0000793	16	120,9	1933
scaffold7657	40083	41994	PY_TR0000794	112	17,1	1911
scaffold7657	40061	41993	PY_TR0000795	32	60,4	1932
scaffold7657	42180	42313	PY_TR0000796	21	6,4	133
scaffold7657	45809	46229	PY_TR0000797	31	13,5	420
scaffold7657	46263	46351	PY_TR0000798	11	8,1	88
scaffold7657	47661	48453	PY_TR0000799	49	16,2	792
scaffold7657	48725	48749	PY_TR0000800	1	25	24
scaffold7657	54983	55051	PY_TR0000801	11	6,3	68
scaffold7657	54975	55048	PY_TR0000802	22	3,3	73
scaffold7657	55090	55127	PY_TR0000803	6	6,7	37
scaffold7657	55089	55124	PY_TR0000804	11	3,3	35
scaffold7657	55090	55127	PY_TR0000805	17	2,2	37
scaffold7657	55623	55783	PY_TR0000806	31	5,2	160
scaffold7657	55587	55785	PY_TR0000807	62	3,2	198
scaffold7657	55787	57714	PY_TR0000808	22	88,8	1927
scaffold7657	56410	56469	PY_TR0000809	11	5,5	59
scaffold7657	57331	57410	PY_TR0000810	11	7,5	79
scaffold7657	57456	57494	PY_TR0000811	11	3,5	38
scaffold7657	58780	58826	PY_TR0000812	23	2	46
scaffold7657	60398	60489	PY_TR0000813	31	3	91
scaffold7657	61465	61736	PY_TR0000814	2	136	271
scaffold7657	65475	65519	PY_TR0000815	22	2	44
scaffold7657	67466	67554	PY_TR0000816	21	4,3	88
scaffold7657	67684	67733	PY_TR0000818	21	2,4	49
scaffold7657	72536	72563	PY_TR0000819	12	2,3	27
scaffold7657	73126	75863	PY_TR0000820	19	148	2737
scaffold7657	73299	73613	PY_TR0000821	29	10	314
scaffold7657	74847	74906	PY_TR0000822	29	2,1	59
scaffold7657	79919	80462	PY_TR0000823	29	18,8	543
scaffold7657	83082	83490	PY_TR0000824	25	16,2	408
scaffold7657	83209	83530	PY_TR0000825	75	4,4	321
scaffold7657	83537	83617	PY_TR0000826	40	2	80
scaffold7657	83442	83645	PY_TR0000827	70	2,9	203
scaffold7657	83863	84004	PY_TR0000828	25	5,7	141
scaffold7657	83897	83991	PY_TR0000829	15	7,3	94
scaffold7657	88117	88506	PY_TR0000830	30	13	389
scaffold7657	89700	90156	PY_TR0000832	100	4,6	456
scaffold7657	90230	92613	PY_TR0000834	50	47,2	2383
scaffold7657	91472	91623	PY_TR0000835	76	2	151
scaffold7657	91422	91673	PY_TR0000836	126	2	251
scaffold7657	91383	91723	PY_TR0000837	176	1,9	340
scaffold7657	93461	95921	PY_TR0000838	23	107,1	2460
scaffold7657	93447	96395	PY_TR0000839	46	64,4	2948
scaffold7657	93481	96395	PY_TR0000840	69	42,4	2914
scaffold7657	95924	96395	PY_TR0000841	23	20,6	471
scaffold7657	101606	101647	PY_TR0000842	3	14	41
scaffold7657	102891	102952	PY_TR0000843	2	31	61
scaffold7657	102952	102988	PY_TR0000844	2	18,5	36
scaffold7657	103388	103452	PY_TR0000845	20	3,2	64
scaffold7657	103391	103631	PY_TR0000846	40	6,1	240
scaffold7657	107637	117618	PY_TR0000847	48	207,8	9981
scaffold7657	110864	110941	PY_TR0000848	24	3,2	77
scaffold7657	111506	111542	PY_TR0000849	19	1,9	36
scaffold7657	111579	111631	PY_TR0000850	25	2,2	52
scaffold7657	111463	111679	PY_TR0000851	73	3,1	216
scaffold7657	112108	112185	PY_TR0000852	24	3,2	77
scaffold7657	112132	112209	PY_TR0000853	24	3,2	77
scaffold7657	112516	112596	PY_TR0000854	24	3,4	80
scaffold7657	112540	112615	PY_TR0000855	24	3,2	75
scaffold7657	117618	120182	PY_TR0000857	124	20,6	2564
scaffold7657	118013	118080	PY_TR0000858	22	3,2	67
scaffold7657	119226	119330	PY_TR0000859	52	2	104
scaffold7657	119926	119993	PY_TR0000860	22	3,2	67
scaffold7657	117618	120182	PY_TR0000861	83	30,9	2564
scaffold7657	120282	120698	PY_TR0000862	39	10,6	416
scaffold7657	120439	120500	PY_TR0000863	32	1,9	61
scaffold7657	122505	122534	PY_TR0000864	15	2	29
scaffold7657	136446	136491	PY_TR0000865	17	2,7	45
scaffold7657	139933	139974	PY_TR0000866	21	2	41
scaffold7657	146033	146117	PY_TR0000867	42	2	84
scaffold7657	151034	151336	PY_TR0000868	157	1,9	302
scaffold7657	153635	154032	PY_TR0000869	31	12,9	397
scaffold7657	153637	154032	PY_TR0000870	122	3,2	395
scaffold7657	154366	154633	PY_TR0000871	135	2	267
scaffold7657	155094	155241	PY_TR0000872	42	3,5	147
scaffold7657	155944	156475	PY_TR0000873	142	3,9	531
scaffold7657	156105	156570	PY_TR0000874	134	3,5	465
scaffold7657	158298	158571	PY_TR0000875	145	1,9	273
scaffold7657	158601	158639	PY_TR0000877	12	3,2	38
scaffold7657	159713	159807	PY_TR0000878	46	2,1	94
scaffold7657	162921	163825	PY_TR0000879	35	25,7	904
scaffold7657	163920	164527	PY_TR0000881	286	2,1	607
scaffold7657	165194	165587	PY_TR0000882	90	4,4	393
scaffold7657	165944	166399	PY_TR0000883	46	9,9	455
scaffold7657	167357	167687	PY_TR0000885	93	3,5	330
scaffold7657	167356	167687	PY_TR0000886	141	2,3	331
scaffold7657	173500	173644	PY_TR0000887	25	5,8	144
scaffold7657	174387	174631	PY_TR0000888	52	4,8	244
scaffold7657	174426	174608	PY_TR0000889	102	1,8	182
scaffold7657	174629	174663	PY_TR0000890	8	4,4	34
scaffold7657	174771	174942	PY_TR0000891	76	2,3	171
scaffold7657	174868	175193	PY_TR0000893	102	3,2	325
scaffold7657	176447	176760	PY_TR0000895	157	2	313
scaffold7657	176732	176771	PY_TR0000896	4	10	39
scaffold7657	176909	176943	PY_TR0000897	18	1,9	34
scaffold7657	178719	178917	PY_TR0000898	28	7,1	198
scaffold7657	180892	181159	PY_TR0000900	67	4	267
scaffold7657	182462	182528	PY_TR0000901	19	3,3	66
scaffold7657	182448	183836	PY_TR0000902	42	33	1388
scaffold7657	182693	182763	PY_TR0000903	23	3,3	70
scaffold7657	182715	182782	PY_TR0000904	19	3,4	67
scaffold7657	183617	183729	PY_TR0000905	23	5,3	112
scaffold7657	184335	184520	PY_TR0000906	36	5,2	185
scaffold7657	187563	187644	PY_TR0000907	22	3,6	81
scaffold7657	188491	188534	PY_TR0000908	19	2,3	43
scaffold7657	189252	189291	PY_TR0000909	11	3,6	39
scaffold7657	190147	190182	PY_TR0000910	18	2	35
scaffold7657	190683	191041	PY_TR0000911	18	20,6	358
scaffold7657	192495	192533	PY_TR0000913	20	2	38
scaffold7657	192507	193751	PY_TR0000914	60	20,6	1244
scaffold7657	192529	193751	PY_TR0000915	40	30,4	1222
scaffold7657	193391	193751	PY_TR0000916	20	18,1	360
scaffold7657	194400	194462	PY_TR0000917	17	3,7	62
scaffold7657	194789	194834	PY_TR0000918	21	2,2	45
scaffold7657	196859	197651	PY_TR0000919	47	16,9	792
scaffold7657	198191	198277	PY_TR0000920	44	2	86
scaffold7657	198331	202689	PY_TR0000921	21	209,9	4358
scaffold7657	202840	202916	PY_TR0000922	32	2,4	76
scaffold7657	205628	207586	PY_TR0000923	47	41,7	1958
scaffold7657	209016	210163	PY_TR0000924	23	49,9	1147
scaffold7657	210813	211586	PY_TR0000925	63	12,3	773
scaffold7657	213058	213212	PY_TR0000926	30	5,2	154
scaffold7657	213029	213227	PY_TR0000927	60	3,3	198
scaffold7657	213083	213227	PY_TR0000928	30	4,8	144
scaffold7657	215138	216154	PY_TR0000930	115	8,8	1016
scaffold7657	217540	217594	PY_TR0000931	28	2	54
scaffold7657	220692	220747	PY_TR0000932	20	3,1	55
scaffold7657	220407	221163	PY_TR0000933	34	22,3	756
scaffold7657	223071	223143	PY_TR0000934	12	6,1	72
scaffold7657	223816	223926	PY_TR0000935	23	4,8	110
scaffold7657	228457	229039	PY_TR0000936	108	5,4	582
scaffold7657	229103	229149	PY_TR0000937	22	2,1	46
scaffold7657	229125	229887	PY_TR0000938	44	17,4	762
scaffold7657	230474	230698	PY_TR0000939	120	1,9	224
scaffold7657	231958	232144	PY_TR0000940	63	3	186
scaffold7657	233228	233270	PY_TR0000941	21	2	42
scaffold7657	233389	233459	PY_TR0000942	34	2,1	70
scaffold7657	234050	236284	PY_TR0000943	36	65,5	2234
scaffold7657	234269	234432	PY_TR0000944	59	2,8	163
scaffold7657	234197	236121	PY_TR0000945	131	14,9	1924
scaffold7657	234050	234609	PY_TR0000946	95	6,1	559
scaffold7657	234605	234698	PY_TR0000947	27	3,1	93
scaffold7657	234825	234882	PY_TR0000948	27	2,2	57
scaffold7657	234837	234889	PY_TR0000949	27	2	52
scaffold7657	235156	235247	PY_TR0000950	27	3,1	91
scaffold7657	235469	235560	PY_TR0000951	27	3,1	91
scaffold7657	235515	235572	PY_TR0000952	27	2,1	57
scaffold7657	235695	235750	PY_TR0000953	27	2,1	55
scaffold7657	235380	236340	PY_TR0000954	131	7,4	960
scaffold7657	236202	236284	PY_TR0000955	34	2,4	82
scaffold7657	236112	236340	PY_TR0000956	93	2,5	228
scaffold7657	241768	241848	PY_TR0000957	7	12,9	80
scaffold7657	241767	241849	PY_TR0000959	25	3,2	82
scaffold7657	241923	241947	PY_TR0000960	13	1,9	24
scaffold7657	241984	242014	PY_TR0000961	16	1,9	30
scaffold7657	242493	242702	PY_TR0000964	113	1,9	209
scaffold7657	249805	250575	PY_TR0000965	43	18,2	770
scaffold7657	250147	250374	PY_TR0000966	14	15,9	227
scaffold7657	249832	250371	PY_TR0000967	59	9,1	539
scaffold7657	249969	250588	PY_TR0000968	102	6,1	619
scaffold7657	255193	255453	PY_TR0000969	14	18,6	260
scaffold7657	261336	261369	PY_TR0000970	13	2,5	33
scaffold7657	263353	263472	PY_TR0000971	30	4	119
scaffold7657	263498	263536	PY_TR0000972	13	3,1	38
scaffold7657	264958	265052	PY_TR0000973	39	2,4	94
scaffold7657	265039	265070	PY_TR0000974	16	2	31
scaffold7657	265096	266579	PY_TR0000977	75	19,4	1483
scaffold7657	266636	266685	PY_TR0000978	21	2,4	49
scaffold7657	266624	266685	PY_TR0000979	21	3,1	61
scaffold7657	267569	267612	PY_TR0000980	12	3,7	43
scaffold7657	268527	268679	PY_TR0000981	22	7	152
scaffold7657	268543	268626	PY_TR0000982	10	7,8	83
scaffold7657	268527	268989	PY_TR0000984	66	7,2	462
scaffold7657	268641	268714	PY_TR0000985	34	2,2	73
scaffold7657	268675	268989	PY_TR0000986	22	14,3	314
scaffold7657	271114	271160	PY_TR0000987	24	2	46
scaffold7657	271407	271604	PY_TR0000988	24	8,2	197
scaffold7657	272000	272264	PY_TR0000989	30	8,9	264
scaffold7657	272001	272080	PY_TR0000990	15	5,3	79
scaffold7657	272195	272244	PY_TR0000991	15	3,3	49
scaffold7657	272000	272260	PY_TR0000992	119	2,2	260
scaffold7657	272210	272259	PY_TR0000993	15	3,3	49
scaffold7657	273251	273681	PY_TR0000994	39	11,1	430
scaffold7657	274310	275061	PY_TR0000995	24	31,3	751
scaffold7657	276515	277484	PY_TR0000996	42	23,1	969
scaffold7657	281328	281638	PY_TR0000997	52	6	310
scaffold7657	281910	282620	PY_TR0000998	47	15,2	710
scaffold7657	285347	285645	PY_TR0000999	48	6	298
